Notes: (PlantWoodC, PlantLeafC, Soil and Litter in g C/m^2; Water and Snow in cm; SoilWetness is fraction of WHC;
loc year day time plantWoodC plantLeafC soil microbeC coarseRootC fineRootC litter litterWater soilWater soilWetnessFrac snow npp nee cumNEE gpp rAboveground rSoil rRoot ra rh rtot evapotranspiration fluxestranspiration fPAR
       0 2002   1  7.50 17999.67     0.00 10003.88     5.00 5999.63  5996.27   280.00    0.500     6.00    0.500     0.97    -0.10     0.55     0.55     0.00    0.071    0.479    0.030    0.102    0.449    0.551 0.03251829   0.0000   0.0000
       0 2002   1 16.50 17999.13     0.00 10010.34     5.00 5999.01  5990.07   280.00    0.500     6.00    0.500     0.81    -0.16     0.90     1.45     0.00    0.109    0.795    0.051    0.159    0.745    0.904 0.18021473   0.0000   0.0000
       0 2002   2  7.50 17998.74     0.00 10014.22     5.00 5998.64  5986.35   280.00    0.500     6.00    0.500     0.61    -0.16     0.59     2.05     0.00    0.128    0.465    0.029    0.157    0.436    0.593 0.20405152   0.0000   0.0000
       0 2002   2 16.50 17998.08     0.00 10020.69     5.00 5998.02  5980.15   280.00    0.500     6.00    0.500     0.09    -0.28     1.01     3.06     0.00    0.230    0.779    0.049    0.280    0.730    1.009 0.51521912   0.0000   0.0000
       0 2002   3  7.50 17997.65     0.00 10024.55     5.00 5997.65  5976.44   280.00    0.500     6.00    0.500     0.00    -0.21     0.65     3.71     0.00    0.175    0.479    0.030    0.205    0.449    0.654 0.09339634   0.0000   0.0000
       0 2002   3 16.50 17996.99     0.00 10030.97     5.00 5997.03  5970.25   280.00    0.500     5.96    0.498     0.00    -0.28     1.05     4.76     0.00    0.225    0.825    0.052    0.277    0.773    1.050 0.03716956   0.0000   0.0000
       0 2002   4  7.50 17996.63     0.00 10034.80     5.00 5996.66  5966.55   280.00    0.500     5.95    0.496     0.00    -0.13     0.60     5.36     0.00    0.101    0.501    0.032    0.132    0.469    0.601 0.01516343   0.0000   0.0000
       0 2002   4 16.50 17996.07     0.00 10041.20     5.00 5996.04  5960.37   280.00    0.500     5.91    0.494     0.00    -0.19     0.96     6.32     0.00    0.134    0.829    0.053    0.186    0.777    0.963 0.03922675   0.0000   0.0000
       0 2002   5  7.50 17995.71     0.00 10045.05     5.00 5995.67  5956.67   280.00    0.500     5.88    0.491     0.00    -0.13     0.58     6.90     0.00    0.095    0.483    0.031    0.125    0.452    0.577 0.02503098   0.0000   0.0000
       0 2002   5 16.50 17995.13     0.00 10051.47     5.00 5995.05  5950.50   280.00    0.500     5.85    0.489     0.00    -0.20     0.95     7.85     0.00    0.149    0.799    0.050    0.199    0.748    0.947 0.03012276   0.0000   0.0000
       0 2002   6  7.50 17994.75     0.00 10055.31     5.00 5994.68  5946.81   280.00    0.500     5.84    0.487     0.00    -0.15     0.60     8.45     0.00    0.123    0.477    0.030    0.154    0.447    0.601 0.01687039   0.0000   0.0000
       0 2002   6 16.50 17994.10     0.00 10061.71     5.00 5994.06  5940.65   280.00    0.500     5.82    0.486     0.00    -0.27     1.03     9.48     0.00    0.221    0.813    0.051    0.273    0.762    1.035 0.01691409   0.0000   0.0000
       0 2002   7  7.50 17993.66     0.00 10065.53     5.00 5993.68  5936.97   280.00    0.500     5.81    0.485     0.00    -0.21     0.68    10.16     0.00    0.176    0.500    0.032    0.208    0.468    0.676 0.00991382   0.0000   0.0000
       0 2002   7 16.50 17992.94     0.00 10071.86     5.00 5993.06  5930.82   280.00    0.500     5.78    0.483     0.00    -0.35     1.16    11.32     0.00    0.296    0.860    0.054    0.351    0.806    1.156 0.02594592   0.0000   0.0000
       0 2002   8  7.50 17992.45     0.00 10075.66     5.00 5992.69  5927.14   280.00    0.500     5.76    0.481     0.00    -0.26     0.75    12.06     0.00    0.222    0.525    0.033    0.255    0.492    0.747 0.02047008   0.0000   0.0000
       0 2002   8 16.50 17991.69     0.00 10081.95     5.00 5992.06  5921.00   280.00    0.500     5.78    0.481     0.00    -0.40     1.24    13.30     0.00    0.338    0.899    0.057    0.395    0.842    1.237 0.02492207   0.0000   0.0000
       0 2002   9  7.50 17991.26     0.00 10085.71     5.00 5991.69  5917.32   280.00    0.500     5.78    0.482     0.38    -0.20     0.72    14.02     0.00    0.165    0.551    0.035    0.200    0.516    0.716 0.00575480   0.0000   0.0000
       0 2002   9 16.50 17990.65     0.00 10091.96     5.00 5991.06  5911.20   280.00    0.500     5.78    0.482     1.41    -0.23     1.11    15.12     0.00    0.175    0.931    0.059    0.234    0.872    1.106 0.03544671   0.0000   0.0000
       0 2002  10  7.50 17990.28     0.00 10095.71     5.00 5990.69  5907.53   280.00    0.500     5.78    0.482     1.40    -0.15     0.67    15.79     0.00    0.116    0.556    0.035    0.151    0.521    0.672 0.04351093   0.0000   0.0000
       0 2002  10 16.50 17989.64     0.00 10101.96     5.00 5990.06  5901.41   280.00    0.500     5.78    0.482     0.99    -0.26     1.13    16.92     0.00    0.205    0.922    0.058    0.264    0.864    1.127 0.40951668   0.0000   0.0000
       0 2002  11  7.50 17989.25     0.00 10105.71     5.00 5989.69  5897.75   280.00    0.500     5.78    0.482     0.72    -0.17     0.68    17.60     0.00    0.132    0.550    0.035    0.167    0.515    0.682 0.26146205   0.0000   0.0000
       0 2002  11 16.50 17988.62     0.00 10111.95     5.00 5989.06  5891.64   280.00    0.500     5.78    0.482     0.51    -0.26     1.12    18.72     0.00    0.202    0.915    0.058    0.260    0.858    1.117 0.21428459   0.0000   0.0000
       0 2002  12  7.50 17988.21     0.00 10115.70     5.00 5988.69  5887.98   280.00    0.500     5.78    0.482     0.28    -0.19     0.70    19.42     0.00    0.153    0.547    0.035    0.187    0.512    0.700 0.22594717   0.0000   0.0000
       0 2002  12 16.50 17987.58     0.00 10121.93     5.00 5988.07  5881.89   280.00    0.500     5.78    0.482     0.23    -0.25     1.11    20.53     0.00    0.194    0.917    0.058    0.252    0.859    1.111 0.35858566   0.0000   0.0000
       0 2002  13  7.50 17987.24     0.00 10125.66     5.00 5987.69  5878.23   280.00    0.500     5.78    0.482     0.00    -0.12     0.63    21.16     0.00    0.080    0.552    0.035    0.115    0.517    0.632 0.25624622   0.0000   0.0000
       0 2002  13 16.50 17986.70     0.00 10131.89     5.00 5987.07  5872.15   280.00    0.500     5.74    0.480     0.00    -0.18     1.03    22.19     0.00    0.118    0.910    0.057    0.176    0.853    1.029 0.04059448   0.0000   0.0000
       0 2002  14  7.50 17986.30     0.00 10135.85     5.00 5986.67  5868.30   280.00    0.500     5.71    0.477     0.00    -0.16     0.69    22.88     0.00    0.121    0.567    0.036    0.157    0.531    0.688 0.02873496   0.0000   0.0000
       0 2002  14 17.00 17985.71     0.00 10141.88     5.00 5986.07  5862.43   280.00    0.500     5.67    0.474     0.00    -0.23     1.03    23.91     0.00    0.173    0.856    0.054    0.227    0.802    1.029 0.03781496   0.0000   0.0000
       0 2002  15  7.50 17985.30     0.00 10145.83     5.00 5985.68  5858.58   280.00    0.500     5.65    0.472     0.00    -0.18     0.70    24.61     0.00    0.143    0.557    0.035    0.178    0.522    0.700 0.02400215   0.0000   0.0000
       0 2002  15 17.00 17984.75     0.00 10151.86     5.00 5985.08  5852.72   280.00    0.500     5.62    0.469     0.00    -0.19     0.99    25.60     0.00    0.132    0.855    0.054    0.186    0.802    0.988 0.02904501   0.0000   0.0000
       0 2002  16  7.50 17984.38     0.00 10155.80     5.00 5984.68  5848.89   280.00    0.500     5.59    0.467     0.00    -0.13     0.65    26.25     0.00    0.096    0.559    0.035    0.131    0.524    0.655 0.02467288   0.0000   0.0000
       0 2002  16 17.00 17983.83     0.00 10161.83     5.00 5984.08  5843.03   280.00    0.500     5.56    0.465     0.08    -0.18     0.97    27.22     0.00    0.127    0.845    0.053    0.180    0.792    0.972 0.02908331   0.0000   0.0000
       0 2002  17  7.50 17983.48     0.00 10165.78     5.00 5983.69  5839.20   280.00    0.500     5.56    0.464     0.00    -0.11     0.63    27.85     0.00    0.081    0.549    0.034    0.115    0.515    0.630 0.07620000   0.0000   0.0000
       0 2002  17 17.00 17982.95     0.00 10171.80     5.00 5983.09  5833.36   280.00    0.500     5.54    0.463     0.00    -0.17     0.94    28.80     0.00    0.116    0.828    0.052    0.168    0.777    0.944 0.02820202   0.0000   0.0000
       0 2002  18  7.50 17982.60     0.00 10175.76     5.00 5982.70  5829.54   280.00    0.500     5.51    0.460     0.00    -0.10     0.61    29.41     0.00    0.070    0.536    0.033    0.104    0.503    0.607 0.02228408   0.0000   0.0000
       0 2002  18 17.00 17982.10     0.00 10181.79     5.00 5982.10  5823.71   280.00    0.500     5.48    0.458     0.00    -0.14     0.90    30.30     0.00    0.087    0.811    0.051    0.137    0.760    0.898 0.03882546   0.0000   0.0000
       0 2002  19  7.50 17981.71     0.00 10185.75     5.00 5981.71  5819.89   280.00    0.500     5.45    0.455     0.00    -0.15     0.64    30.94     0.00    0.114    0.522    0.032    0.147    0.489    0.636 0.02581642   0.0000   0.0000
       0 2002  19 17.00 17981.18     0.00 10191.58     5.00 5981.13  5814.27   280.00    0.500     5.41    0.453     0.00    -0.18     0.90    31.84     0.00    0.132    0.767    0.048    0.180    0.720    0.900 0.03472432   0.0000   0.0000
       0 2002  20  7.00 17980.82     0.00 10195.75     5.00 5980.72  5810.25   280.00    0.500     5.39    0.450     0.05    -0.10     0.61    32.45     0.00    0.067    0.548    0.034    0.101    0.514    0.615 0.02285068   0.0000   0.0000
       0 2002  20 17.00 17980.30     0.00 10201.58     5.00 5980.14  5804.64   280.00    0.500     5.39    0.449     0.00    -0.17     0.88    33.33     0.00    0.119    0.757    0.047    0.166    0.710    0.876 0.10160000   0.0000   0.0000
       0 2002  21  7.00 17979.89     0.00 10205.75     5.00 5979.73  5800.64   280.00    0.500     5.37    0.449     0.00    -0.16     0.66    33.99     0.00    0.123    0.538    0.033    0.156    0.505    0.661 0.01762620   0.0000   0.0000
       0 2002  21 17.00 17979.30     0.00 10211.57     5.00 5979.16  5795.04   280.00    0.500     5.35    0.447     0.00    -0.24     0.96    34.95     0.00    0.194    0.762    0.047    0.241    0.715    0.956 0.02767266   0.0000   0.0000
       0 2002  22  7.00 17978.87     0.00 10215.72     5.00 5978.74  5791.03   280.00    0.500     5.33    0.445     0.00    -0.17     0.69    35.64     0.00    0.139    0.552    0.034    0.174    0.518    0.692 0.01574502   0.0000   0.0000
       0 2002  22 17.00 17978.35     0.00 10221.50     5.00 5978.17  5785.44   280.00    0.500     5.31    0.443     0.38    -0.16     0.90    36.54     0.00    0.112    0.786    0.049    0.161    0.737    0.898 0.01867851   0.0000   0.0000
       0 2002  23  7.00 17978.00     0.00 10225.63     5.00 5977.75  5781.45   280.00    0.500     5.31    0.443     0.49    -0.10     0.63    37.17     0.00    0.065    0.566    0.035    0.100    0.531    0.631 0.12220151   0.0000   0.0000
       0 2002  23 17.00 17977.52     0.00 10231.40     5.00 5977.18  5775.87   280.00    0.500     5.31    0.443     0.00    -0.13     0.87    38.04     0.00    0.080    0.789    0.049    0.129    0.740    0.870 0.51319849   0.0000   0.0000
       0 2002  24  7.00 17977.12     0.00 10235.53     5.00 5976.76  5771.88   280.00    0.500     5.29    0.442     0.00    -0.15     0.67    38.71     0.00    0.113    0.559    0.035    0.147    0.525    0.672 0.02319755   0.0000   0.0000
       0 2002  24 17.00 17976.53     0.00 10241.30     5.00 5976.19  5766.30   280.00    0.500     5.26    0.440     0.00    -0.23     0.97    39.68     0.00    0.185    0.781    0.048    0.234    0.733    0.966 0.02824144   0.0000   0.0000
       0 2002  25  7.00 17976.07     0.00 10245.42     5.00 5975.77  5762.32   280.00    0.500     5.24    0.437     0.00    -0.21     0.74    40.42     0.00    0.176    0.563    0.035    0.211    0.528    0.739 0.02211604   0.0000   0.0000
       0 2002  25 17.00 17975.44     0.00 10251.16     5.00 5975.20  5756.76   280.00    0.500     5.21    0.435     0.00    -0.28     1.03    41.44     0.00    0.231    0.799    0.049    0.280    0.750    1.030 0.02961943   0.0000   0.0000
       0 2002  26  7.00 17974.94     0.00 10255.26     5.00 5974.78  5752.78   280.00    0.500     5.19    0.433     0.00    -0.25     0.79    42.23     0.00    0.211    0.577    0.036    0.247    0.542    0.788 0.02391708   0.0000   0.0000
       0 2002  26 17.00 17974.27     0.00 10260.98     5.00 5974.21  5747.23   280.00    0.500     5.15    0.431     0.00    -0.32     1.08    43.32     0.00    0.267    0.818    0.051    0.317    0.767    1.085 0.03758480   0.0000   0.0000
       0 2002  27  7.00 17973.77     0.00 10265.06     5.00 5973.79  5743.26   280.00    0.500     5.12    0.428     0.00    -0.24     0.80    44.11     0.00    0.207    0.590    0.037    0.244    0.554    0.797 0.02626758   0.0000   0.0000
       0 2002  27 17.00 17973.13     0.00 10270.75     5.00 5973.21  5737.72   280.00    0.500     5.09    0.426     0.00    -0.29     1.07    45.19     0.00    0.240    0.832    0.051    0.291    0.781    1.072 0.03050181   0.0000   0.0000
       0 2002  28  7.00 17972.68     0.00 10274.82     5.00 5972.80  5733.75   280.00    0.500     5.07    0.423     0.00    -0.21     0.77    45.95     0.00    0.169    0.598    0.037    0.206    0.561    0.768 0.02235015   0.0000   0.0000
       0 2002  28 17.00 17972.10     0.00 10280.49     5.00 5972.22  5728.22   280.00    0.500     5.04    0.421     0.00    -0.22     1.01    46.97     0.00    0.173    0.842    0.052    0.225    0.790    1.015 0.02757904   0.0000   0.0000
       0 2002  29  7.00 17971.73     0.00 10284.55     5.00 5971.81  5724.26   280.00    0.500     5.03    0.420     0.03    -0.12     0.69    47.65     0.00    0.085    0.600    0.037    0.122    0.563    0.685 0.01220007   0.0000   0.0000
       0 2002  29 17.00 17971.24     0.00 10290.23     5.00 5971.23  5718.73   280.00    0.500     5.03    0.419     0.13    -0.14     0.92    48.57     0.00    0.088    0.832    0.051    0.140    0.781    0.921 0.06842703   0.0000   0.0000
       0 2002  30  7.00 17970.89     0.00 10294.29     5.00 5970.81  5714.78   280.00    0.500     5.03    0.419     0.26    -0.10     0.65    49.23     0.00    0.062    0.589    0.036    0.099    0.553    0.651 0.04896447   0.0000   0.0000
       0 2002  30 17.00 17970.42     0.00 10299.97     5.00 5970.24  5709.27   280.00    0.500     5.03    0.419     0.16    -0.12     0.89    50.11     0.00    0.072    0.816    0.050    0.122    0.766    0.888 0.09905358   0.0000   0.0000
       0 2002  31  7.00 17970.06     0.00 10304.03     5.00 5969.82  5705.32   280.00    0.500     5.03    0.419     0.00    -0.10     0.64    50.76     0.00    0.065    0.576    0.035    0.101    0.541    0.642 0.16455493   0.0000   0.0000
       0 2002  31 17.00 17969.55     0.00 10309.73     5.00 5969.25  5699.82   280.00    0.500     5.00    0.418     0.03    -0.16     0.91    51.66     0.00    0.111    0.794    0.049    0.159    0.746    0.905 0.02865362   0.0000   0.0000
       0 2002  32  7.00 17969.15     0.00 10313.80     5.00 5968.83  5695.88   280.00    0.500     5.00    0.417     0.00    -0.15     0.68    52.34     0.00    0.112    0.563    0.034    0.147    0.528    0.675 0.02540000   0.0000   0.0000
       0 2002  32 17.00 17968.59     0.00 10319.49     5.00 5968.26  5690.38   280.00    0.500     4.97    0.415     0.00    -0.20     0.94    53.28     0.00    0.155    0.786    0.048    0.203    0.738    0.941 0.02923727   0.0000   0.0000
       0 2002  33  7.00 17968.17     0.00 10323.56     5.00 5967.85  5686.45   280.00    0.500     4.95    0.413     0.00    -0.17     0.70    53.97     0.00    0.134    0.562    0.034    0.169    0.527    0.696 0.02061280   0.0000   0.0000
       0 2002  33 17.00 17967.63     0.00 10329.24     5.00 5967.27  5680.96   280.00    0.500     4.93    0.411     0.00    -0.19     0.93    54.90     0.00    0.140    0.788    0.048    0.188    0.740    0.929 0.02518656   0.0000   0.0000
       0 2002  34  7.00 17967.20     0.00 10333.30     5.00 5966.86  5677.04   280.00    0.500     4.91    0.410     0.00    -0.17     0.70    55.60     0.00    0.139    0.562    0.034    0.173    0.528    0.701 0.02002198   0.0000   0.0000
       0 2002  34 17.00 17966.63     0.00 10338.97     5.00 5966.28  5671.56   280.00    0.500     4.88    0.408     0.00    -0.22     0.96    56.56     0.00    0.170    0.788    0.048    0.219    0.740    0.958 0.02905217   0.0000   0.0000
       0 2002  35  7.00 17966.22     0.00 10343.02     5.00 5965.87  5667.64   280.00    0.500     4.86    0.405     0.00    -0.15     0.68    57.24     0.00    0.119    0.564    0.034    0.154    0.529    0.683 0.02007945   0.0000   0.0000
       0 2002  35 17.00 17965.73     0.00 10348.68     5.00 5965.30  5662.17   280.00    0.500     4.83    0.404     0.00    -0.14     0.89    58.13     0.00    0.095    0.790    0.048    0.144    0.742    0.886 0.02759275   0.0000   0.0000
       0 2002  36  7.00 17965.34     0.00 10352.73     5.00 5964.89  5658.26   280.00    0.500     4.81    0.402     0.00    -0.14     0.66    58.79     0.00    0.104    0.558    0.034    0.138    0.524    0.662 0.01813538   0.0000   0.0000
       0 2002  36 17.00 17964.75     0.00 10358.40     5.00 5964.31  5652.80   280.00    0.500     4.78    0.400     0.00    -0.23     0.95    59.74     0.00    0.183    0.770    0.047    0.229    0.723    0.952 0.02952364   0.0000   0.0000
       0 2002  37  7.00 17964.29     0.00 10362.45     5.00 5963.90  5648.89   280.00    0.500     4.76    0.398     0.00    -0.20     0.72    60.46     0.00    0.171    0.548    0.033    0.205    0.515    0.719 0.01849916   0.0000   0.0000
       0 2002  37 17.00 17963.69     0.00 10368.10     5.00 5963.33  5643.44   280.00    0.500     4.73    0.396     0.00    -0.24     0.97    61.44     0.00    0.197    0.778    0.047    0.244    0.730    0.974 0.02860129   0.0000   0.0000
       0 2002  38  7.00 17963.22     0.00 10372.14     5.00 5962.92  5639.54   280.00    0.500     4.71    0.394     0.00    -0.22     0.75    62.19     0.00    0.188    0.559    0.034    0.222    0.525    0.747 0.02263549   0.0000   0.0000
       0 2002  38 17.00 17962.60     0.00 10377.77     5.00 5962.34  5634.10   280.00    0.500     4.68    0.391     0.00    -0.26     1.01    63.19     0.00    0.215    0.790    0.048    0.263    0.742    1.005 0.03033912   0.0000   0.0000
       0 2002  39  7.00 17962.19     0.00 10381.79     5.00 5961.93  5630.21   280.00    0.500     4.66    0.389     0.08    -0.16     0.69    63.89     0.00    0.125    0.570    0.035    0.159    0.535    0.695 0.01601241   0.0000   0.0000
       0 2002  39 17.00 17961.69     0.00 10387.40     5.00 5961.35  5624.77   280.00    0.500     4.66    0.389     0.00    -0.15     0.90    64.79     0.00    0.099    0.803    0.049    0.148    0.754    0.902 0.17780000   0.0000   0.0000
       0 2002  40  7.00 17961.32     0.00 10391.41     5.00 5960.94  5620.89   280.00    0.500     4.65    0.388     0.00    -0.12     0.65    65.44     0.00    0.083    0.569    0.035    0.117    0.535    0.652 0.01668627   0.0000   0.0000
       0 2002  40 17.00 17960.82     0.00 10397.03     5.00 5960.37  5615.46   280.00    0.500     4.62    0.386     0.00    -0.15     0.89    66.33     0.00    0.103    0.787    0.048    0.151    0.740    0.890 0.02620376   0.0000   0.0000
       0 2002  41  7.00 17960.38     0.00 10401.05     5.00 5959.96  5611.58   280.00    0.500     4.60    0.384     0.00    -0.19     0.70    67.03     0.00    0.152    0.552    0.033    0.185    0.519    0.704 0.01895753   0.0000   0.0000
       0 2002  41 17.00 17959.70     0.00 10406.68     5.00 5959.38  5606.17   280.00    0.500     4.58    0.382     0.00    -0.32     1.04    68.08     0.00    0.275    0.768    0.046    0.321    0.722    1.043 0.02671548   0.0000   0.0000
       0 2002  42  7.00 17959.23     0.00 10410.68     5.00 5958.97  5602.29   280.00    0.500     4.56    0.381     0.00    -0.22     0.74    68.82     0.00    0.184    0.560    0.034    0.218    0.526    0.744 0.01967307   0.0000   0.0000
       0 2002  42 17.00 17958.65     0.00 10416.27     5.00 5958.40  5596.88   280.00    0.500     4.53    0.379     0.00    -0.22     0.97    69.80     0.00    0.176    0.799    0.048    0.224    0.751    0.975 0.02255189   0.0000   0.0000
       0 2002  43  7.00 17958.28     0.00 10420.26     5.00 5957.99  5593.02   280.00    0.500     4.52    0.377     0.00    -0.12     0.66    70.45     0.00    0.082    0.575    0.035    0.116    0.540    0.656 0.01205182   0.0000   0.0000
       0 2002  43 17.00 17957.76     0.00 10425.84     5.00 5957.41  5587.62   280.00    0.500     4.50    0.376     0.00    -0.17     0.92    71.37     0.00    0.119    0.797    0.048    0.167    0.748    0.916 0.02271384   0.0000   0.0000
       0 2002  44  7.00 17957.28     0.00 10430.04     5.00 5956.98  5583.57   280.00    0.500     4.48    0.374     0.00    -0.21     0.77    72.14     0.00    0.179    0.588    0.035    0.215    0.553    0.767 0.02172787   0.0000   0.0000
       0 2002  44 17.50 17956.71     0.00 10435.43     5.00 5956.43  5578.36   280.00    0.500     4.45    0.372     0.15    -0.23     0.94    73.08     0.00    0.186    0.758    0.046    0.232    0.713    0.944 0.02659122   0.0000   0.0000
       0 2002  45  7.00 17956.30     0.00 10439.61     5.00 5955.99  5574.32   280.00    0.500     4.45    0.371     0.43    -0.14     0.70    73.78     0.00    0.109    0.593    0.036    0.145    0.557    0.702 0.07669131   0.0000   0.0000
       0 2002  45 17.50 17955.79     0.00 10444.99     5.00 5955.44  5569.12   280.00    0.500     4.45    0.371     0.41    -0.16     0.88    74.66     0.00    0.114    0.766    0.046    0.160    0.720    0.880 0.17453281   0.0000   0.0000
       0 2002  46  7.00 17955.32     0.00 10449.16     5.00 5955.01  5565.08   280.00    0.500     4.45    0.371     0.29    -0.20     0.76    75.43     0.00    0.169    0.596    0.036    0.205    0.560    0.765 0.16562154   0.0000   0.0000
       0 2002  46 17.50 17954.73     0.00 10454.53     5.00 5954.45  5559.89   280.00    0.500     4.45    0.371     0.00    -0.26     0.98    76.40     0.00    0.210    0.768    0.046    0.257    0.722    0.978 0.29435434   0.0000   0.0000
       0 2002  47  7.00 17954.19     0.00 10458.69     5.00 5954.02  5555.86   280.00    0.500     4.43    0.370     0.00    -0.27     0.83    77.24     0.00    0.233    0.599    0.036    0.269    0.563    0.832 0.02003356   0.0000   0.0000
       0 2002  47 17.50 17953.61     0.00 10463.84     5.00 5953.49  5550.87   280.00    0.500     4.41    0.368     0.00    -0.25     0.95    78.19     0.00    0.208    0.747    0.045    0.253    0.702    0.955 0.02138364   0.0000   0.0000
       0 2002  48  6.50 17953.08     0.00 10468.18     5.00 5953.04  5546.66   280.00    0.500     4.39    0.367     0.00    -0.26     0.86    79.05     0.00    0.219    0.638    0.038    0.257    0.600    0.856 0.01613880   0.0000   0.0000
       0 2002  48 17.50 17952.51     0.00 10473.30     5.00 5952.50  5541.68   280.00    0.500     4.38    0.365     0.00    -0.24     0.96    80.01     0.00    0.198    0.767    0.046    0.244    0.721    0.965 0.01707724   0.0000   0.0000
       0 2002  49  6.50 17952.03     0.00 10477.62     5.00 5952.05  5537.48   280.00    0.500     4.36    0.364     0.00    -0.20     0.82    80.83     0.00    0.163    0.655    0.039    0.202    0.616    0.818 0.01325321   0.0000   0.0000
       0 2002  49 17.50 17951.50     0.00 10482.71     5.00 5951.51  5532.51   280.00    0.500     4.35    0.363     0.00    -0.20     0.93    81.76     0.00    0.154    0.781    0.047    0.201    0.734    0.935 0.01297774   0.0000   0.0000
       0 2002  50  6.50 17951.05     0.00 10487.02     5.00 5951.06  5528.31   280.00    0.500     4.34    0.362     0.00    -0.17     0.79    82.56     0.00    0.131    0.661    0.040    0.170    0.621    0.792 0.01456697   0.0000   0.0000
       0 2002  50 17.50 17950.55     0.00 10492.11     5.00 5950.52  5523.35   280.00    0.500     4.32    0.361     0.15    -0.18     0.92    83.47     0.00    0.136    0.781    0.047    0.183    0.734    0.917 0.01603420   0.0000   0.0000
       0 2002  51  6.50 17950.10     0.00 10496.41     5.00 5950.07  5519.16   280.00    0.500     4.32    0.360     0.20    -0.17     0.78    84.26     0.00    0.127    0.656    0.039    0.167    0.616    0.783 0.15185867   0.0000   0.0000
       0 2002  51 17.50 17949.61     0.00 10501.50     5.00 5949.54  5514.21   280.00    0.500     4.32    0.360     0.03    -0.17     0.90    85.16     0.00    0.124    0.776    0.047    0.171    0.730    0.901 0.20240398   0.0000   0.0000
       0 2002  52  6.50 17949.17     0.00 10505.79     5.00 5949.08  5510.02   280.00    0.500     4.32    0.360     0.00    -0.16     0.78    85.94     0.00    0.124    0.657    0.039    0.163    0.617    0.780 0.02673736   0.0000   0.0000
       0 2002  52 17.50 17948.61     0.00 10510.87     5.00 5948.55  5505.08   280.00    0.500     4.30    0.359     0.00    -0.23     0.96    86.89     0.00    0.184    0.775    0.046    0.230    0.729    0.959 0.02372394   0.0000   0.0000
       0 2002  53  6.50 17948.09     0.00 10515.16     5.00 5948.10  5500.90   280.00    0.500     4.28    0.357     0.00    -0.24     0.86    87.75     0.00    0.200    0.656    0.039    0.239    0.617    0.856 0.01649281   0.0000   0.0000
       0 2002  53 17.50 17947.45     0.00 10520.22     5.00 5947.56  5495.96   280.00    0.500     4.26    0.356     0.00    -0.32     1.05    88.81     0.00    0.271    0.783    0.047    0.318    0.736    1.055 0.02187661   0.0000   0.0000
       0 2002  54  6.50 17946.84     0.00 10524.49     5.00 5947.11  5491.80   280.00    0.500     4.24    0.354     0.00    -0.33     0.96    89.77     0.00    0.292    0.670    0.040    0.332    0.630    0.962 0.01725062   0.0000   0.0000
       0 2002  54 17.50 17946.24     0.00 10529.52     5.00 5946.57  5486.87   280.00    0.500     4.23    0.353     0.00    -0.28     1.04    90.80     0.00    0.227    0.809    0.048    0.275    0.760    1.035 0.01452765   0.0000   0.0000
       0 2002  55  6.50 17945.79     0.00 10533.76     5.00 5946.12  5482.70   280.00    0.500     4.21    0.352     0.00    -0.18     0.83    91.64     0.00    0.142    0.693    0.042    0.184    0.651    0.835 0.01333973   0.0000   0.0000
       0 2002  55 17.50 17945.29     0.00 10538.77     5.00 5945.58  5477.78   280.00    0.500     4.20    0.350     0.43    -0.17     0.94    92.58     0.00    0.119    0.821    0.049    0.168    0.772    0.940 0.01509640   0.0000   0.0000
       0 2002  56  6.50 17944.92     0.00 10543.00     5.00 5945.12  5473.63   280.00    0.500     4.20    0.350     0.21    -0.10     0.75    93.33     0.00    0.063    0.691    0.041    0.104    0.649    0.754 0.27033931   0.0000   0.0000
       0 2002  56 17.50 17944.49     0.00 10548.01     5.00 5944.59  5468.71   280.00    0.500     4.20    0.350     0.00    -0.10     0.86    94.19     0.00    0.053    0.809    0.048    0.101    0.761    0.862 0.21226069   0.0000   0.0000
       0 2002  57  6.50 17944.11     0.00 10552.26     5.00 5944.14  5464.57   280.00    0.500     4.18    0.349     0.00    -0.11     0.74    94.93     0.00    0.068    0.672    0.040    0.108    0.632    0.740 0.02138823   0.0000   0.0000
       0 2002  57 17.50 17943.62     0.00 10557.29     5.00 5943.60  5459.66   280.00    0.500     4.15    0.347     0.00    -0.16     0.89    95.82     0.00    0.110    0.780    0.046    0.156    0.733    0.889 0.02408772   0.0000   0.0000
       0 2002  58  6.50 17943.23     0.00 10561.55     5.00 5943.15  5455.52   280.00    0.500     4.13    0.345     0.00    -0.12     0.73    96.55     0.00    0.079    0.650    0.039    0.117    0.611    0.729 0.01681743   0.0000   0.0000
       0 2002  58 17.50 17942.75     0.00 10566.59     5.00 5942.62  5450.62   280.00    0.500     4.11    0.344     0.00    -0.16     0.87    97.42     0.00    0.111    0.763    0.045    0.157    0.717    0.874 0.02128150   0.0000   0.0000
       0 2002  59  6.50 17942.31     0.00 10570.85     5.00 5942.16  5446.49   280.00    0.500     4.10    0.342     0.00    -0.15     0.76    98.18     0.00    0.116    0.640    0.038    0.154    0.602    0.756 0.01450861   0.0000   0.0000
       0 2002  59 17.50 17941.86     0.00 10575.89     5.00 5941.63  5441.60   280.00    0.500     4.08    0.341     0.86    -0.13     0.84    99.02     0.00    0.085    0.757    0.045    0.130    0.712    0.842 0.01446191   0.0000   0.0000
